Topic,Sentences
14_rikishi_picks_var_user,"None of the localStorage stuff renders on the page, although I can open the debugging console and verify that it's there. I don't know if this console error is related: Error with Permissions-Policy header: Origin trial controlled feature not enabled: 'interest-cohort'. index.html        Banzuke Surfing Game                     -->       Welcome to Banzuke Surfing Game!          Select your Rikishi and start playing!              Rikishi 1         Rikishi 2                   Start Playing          Backfilled Results:          Admin Panel     Switch user:          Switch User     Backfill contest results:               Backfill Results                  game.js export default class Game {     constructor() {         this.user = this.getUser();         this.initialize();     }     startPlaying() {         var rikishi = document.querySelector('#rikishi').value;         var picks = this.getPicks();         var message = ""You selected: "" + rikishi + "" nPrevious Picks: "" + JSON.stringify(picks);         this.updatePicks(rikishi); // Update the picks with the new selection         return message;     }     getUser() {         // get user from local storage         var user = localStorage.getItem('user');         if (!user) {             user = 'admin';             localStorage.setItem('user', user);         }         return user;     }     getPicks() {         var picks = JSON.parse(localStorage.getItem(this.user));         if (!picks) {             picks = {};         }         return picks;     }     updatePicks(rikishi) {         var picks = this.getPicks();         var currentContest = new Date().getMonth();         if ([0, 2, 4, 6, 8, 10].includes(currentContest)) {             var contestName = new Date().toLocaleString('default', { month: 'long' }) + ' ' + new Date().getFullYear();             picks[contestName] = rikishi;             localStorage.setItem(this.user, JSON.stringify(picks));         }     }     switchUser() {         var newUser = document.querySelector('#userSwitch').value;         localStorage.setItem('user', newUser);         document.querySelector('#user').textContent = 'Current user: ' + newUser;         this.user = newUser;     }     backfillResults() {         var contestName = document.querySelector('#backfillContest').value;         var rikishi = document.querySelector('#backfillRikishi').value;         var picks = this.getPicks();         picks[contestName] = rikishi;         localStorage.setItem(this.user, JSON.stringify(picks));         this.provideFeedback('Backfilled results for ' + contestName + ' with ' + rikishi); // Provide feedback         this.displayBackfilledResults(); // Display the updated results     }     displayBackfilledResults() {         var picks = this.getPicks();         var resultsElement = document.querySelector('#backfilledResults');         // Clear previous results         resultsElement.textContent = '';         // Display each contest result         for (var contest in picks) {             var rikishi = picks[contest];             var resultText = document.createTextNode(contest + ': ' + rikishi);             var resultDiv = document.createElement('div');             resultDiv.appendChild(resultText);             resultsElement.appendChild(resultDiv);         }     }     provideFeedback(message) {         document.querySelector('#feedback').textContent = message;     }     initialize() {         var userElement = document.querySelector('#user');         if (userElement) {             userElement.textContent = 'Current user: ' + this.user;         }         this.displayBackfilledResults(); // Display the initial results     } } function initGame() {   const game = new Game();   document.querySelector(""#startPlayingButton"").addEventListener('click', () => game.startPlaying());   document.querySelector(""#switchUserButton"").addEventListener('click', () => game.switchUser());   document.querySelector(""#backfillResultsButton"").addEventListener('click', () => game.backfillResults()); } if (typeof window !== 'undefined') {     window.onload = initGame; }"
14_rikishi_picks_var_user,"I want this game to rely on local storage to remember who I am and who my picks were in previous contests. A contest is January, March, May, July, September, or November of a given year. The current contest is July 2023. We will assume I am in admin mode and I can switch users to record everyone's picks (which are visible to everyone) and backfill old results. Please add at least one new test. index.html        Banzuke Surfing Game                     -->       Welcome to Banzuke Surfing Game!     Select your Rikishi and start playing!              Rikishi 1         Rikishi 2                   Start Playing             game.js function startPlaying() {     var rikishi = $('#rikishi').val();     var message = ""You selected: "" + rikishi;     return message; } module.exports = { startPlaying }; game.test.js global.$ = jest.fn(() => ({     val: jest.fn(() => '1') })); const { startPlaying } = require('./game'); test('check if startPlaying is defined and returns expected value', () => {     const result = startPlaying()     expect(result).toBe(""You selected: 1""); });"
14_rikishi_picks_var_user,"When I am playing the game in the browser I get module is not defined (game.js line 63) index.html        Banzuke Surfing Game                     -->       Welcome to Banzuke Surfing Game!          Select your Rikishi and start playing!              Rikishi 1         Rikishi 2                   Start Playing          Admin Panel     Switch user:          Switch User     Backfill contest results:               Backfill Results             game.js function startPlaying() {     var rikishi = document.querySelector('#rikishi').value;     var user = getUser();     var picks = getPicks(user);     var message = ""You selected: "" + rikishi + "" nPrevious Picks: "" + JSON.stringify(picks);     updatePicks(user, rikishi); // Update the picks with the new selection     return message; } function getUser() {     // get user from local storage     var user = localStorage.getItem('user');     if (!user) {         user = 'admin';         localStorage.setItem('user', user);     }     return user; } function getPicks(user) {     var picks = JSON.parse(localStorage.getItem(user));     if (!picks) {         picks = {};     }     return picks; } function updatePicks(user, rikishi) {     var picks = getPicks(user);     var currentContest = new Date().getMonth();     if ([0, 2, 4, 6, 8, 10].includes(currentContest)) {         var contestName = new Date().toLocaleString('default', { month: 'long' }) + ' ' + new Date().getFullYear();         picks[contestName] = rikishi;         localStorage.setItem(user, JSON.stringify(picks));     } } function switchUser() {     var newUser = document.querySelector('#userSwitch').value;     localStorage.setItem('user', newUser);     document.querySelector('#user').textContent = 'Current user: ' + newUser;; } function backfillResults() {     var user = getUser();     var contestName = document.querySelector('#backfillContest').value;     var rikishi = document.querySelector('#backfillRikishi').value;     var picks = getPicks(user);     picks[contestName] = rikishi;     localStorage.setItem(user, JSON.stringify(picks)); } function initialize() {     var user = getUser();     var userElement = document.querySelector('#user');     if (userElement) {         userElement.textContent = 'Current user: ' + user;     } } initialize(); module.exports = { startPlaying, switchUser, backfillResults, initialize };"
15_student_language_to_wizard,Find a catchy name for an open source project! - The user provides a simple markdown with his CV - The program generates a CV website using vue.js - The CV can be also downloaded as pdf Generate a list of 10 or more!
15_student_language_to_wizard,"What is an ""underfilled job title""?"
15_student_language_to_wizard,Can you list some of the different styles used for bibliography 
15_student_language_to_wizard,What are the 10 most used keyboard layouts in europe and north america? 
15_student_language_to_wizard,Please provide an exhaustive list of desktop user interface components.
15_student_language_to_wizard,I'm currently using Roboto as my font for my react MUI app. What are other open source options and how would I use it instead?
15_student_language_to_wizard,What are some open source and plaintext file formats for presentations like .pptx
15_student_language_to_wizard,"I'm interested in prior art for a bit of software i'm designing. The product automatically breaks text up into 280-character chunks to be streamed to a twitter-like service. The user can always start a new post by adding a hard return character. Users have asked for a way to add a newline to the text without starting a new message in the thread. I want to know if any other software you know of, like a word processor or text editor, have this idea of a non-paragraph starting newline? And if so what character they use to specify the soft return. "
